"Time","Events"
0:00:00,DIGI Trigger
0:00:03.1460,Marker Button1
0:00:05.7620,Marker Button1
0:00:09.3340,Marker Button1
0:00:12.1340,Marker Button1
0:00:14.2340,Marker Button1
0:00:16.5160,Marker Button1
0:00:18.4500,Marker Button1
0:00:20.4760,Marker Button1
0:00:22.6120,Marker Button1
0:00:25.1880,Marker Button2
0:00:26.5880,Marker Button2
0:00:27.8040,Marker Button2
0:00:28.3640,DIGI Trigger
