"Time","Events"
0:00:00,DIGI Trigger
0:00:01.7060,Marker Button1
0:00:04.6900,Marker Button2
0:00:07.7820,Marker Button1
0:00:10.8760,Marker Button2
0:00:13.7200,Marker Button1
0:00:18.0040,Marker Button2
0:00:21.7060,Marker Button1
0:00:24.1740,Marker Button2
0:00:26.5420,Marker Button1
0:00:26.8000,Marker Button2
0:00:27.8080,Marker Button1
0:00:28.5200,Marker Button2
0:00:29.5160,DIGI Trigger
