"Time","Events"
0:00:00,DIGI Trigger
0:00:02.4000,Marker Button1
0:00:07.3400,Marker Button2
0:00:13.3020,Marker Button1
0:00:17.4580,Marker Button2
0:00:20.4220,DIGI Trigger
