"Time","Events"
0:00:00,DIGI Trigger
0:00:01.1940,Marker Button1
0:00:03.8000,Marker Button2
0:00:06.4340,Marker Button1
0:00:08.3760,Marker Button2
0:00:10.1260,Marker Button1
0:00:11.7300,Marker Button2
0:00:13.2200,Marker Button1
0:00:14.6580,Marker Button2
0:00:15.9460,DIGI Trigger
