"Time","Events"
0:00:00,DIGI Trigger
0:00:06.5680,Marker Button1
0:00:07.3540,Marker Button2
0:00:10.2140,Marker Button1
0:00:11.7480,Marker Button2
0:00:14.3880,Marker Button1
0:00:17.6540,Marker Button2
0:00:23.3020,Marker Button1
0:00:25.5600,Marker Button2
0:00:27.0960,Marker Button1
0:00:31.4300,Marker Button2
0:00:42.8600,Marker Button1
0:00:43.7920,Marker Button2
0:00:46.7280,Marker Button1
0:00:48.2980,Marker Button2
0:00:52.9400,DIGI Trigger
