"Time","Events"
0:00:00,DIGI Trigger
0:00:01.2740,Marker Button1
0:00:02.4040,Marker Button2
0:00:05.1660,Marker Button1
0:00:06.7740,Marker Button2
0:00:08.6780,Marker Button1
0:00:09.7460,Marker Button2
0:00:11.9060,Marker Button1
0:00:13.0120,Marker Button2
0:00:16.9900,Marker Button1
0:00:18.5980,Marker Button2
0:00:22.9920,Marker Button1
0:00:23.6960,Marker Button2
0:00:26.1240,DIGI Trigger
