"Time","Events"
0:00:00,DIGI Trigger
0:00:01.6740,Marker Button1
0:00:03.5640,Marker Button2
0:00:07.3580,Marker Button1
0:00:09.8880,Marker Button2
0:00:13.8040,Marker Button1
0:00:16.0140,Marker Button2
0:00:17.3040,Marker Button1
0:00:18.7640,Marker Button2
0:00:22.5700,Marker Button1
0:00:22.8900,Marker Button2
0:00:23.8340,Marker Button1
0:00:24.5840,Marker Button2
0:00:26.2560,DIGI Trigger
