"Time","Events"
0:00:00,DIGI Trigger
0:00:01.8780,Marker Button1
0:00:03.0460,Marker Button2
0:00:06.9500,Marker Button1
0:00:08.1740,Marker Button2
0:00:10.4940,Marker Button1
0:00:11.9580,Marker Button2
0:00:13.5240,Marker Button1
0:00:14.6580,Marker Button2
0:00:15.8260,DIGI Trigger
