"Time","Events"
0:00:00,DIGI Trigger
0:00:02.6240,Marker Button1
0:00:04.0600,Marker Button2
0:00:07.6680,Marker Button1
0:00:09.3860,Marker Button2
0:00:12.1800,Marker Button1
0:00:13.8680,Marker Button2
0:00:19.5620,Marker Button1
0:00:21.3560,Marker Button2
0:00:24.8260,Marker Button1
0:00:26.5900,Marker Button2
0:00:28.8620,DIGI Trigger
